"ID","percent_cope","feedback","condition","ROI"
"f07",0.3938,"NV","T","PMd"
"f07",0.8845,"NV","T","Cerebellum (VIIIa)"
"f07",0.8215,"NV","T","S1/M1/PMd"
"f07",0.2832,"NV","T","Cerebellum (Crus I)"
"f07",0.05196,"NV","T","PMd"
"f07",0.3496,"NV","T","IPS/SPC"
"f08",0.3771,"NV","T","mIPS"
"f08",-0.2369,"NV","T","Cerebellum (Crus I)"
"f08",0.7905,"NV","T","S1"
"f08",1.063,"NV","T","aIPS"
"f08",0.9985,"NV","T","Cerebellum (I-IV)"
"f08",1.29,"NV","T","PMv"
"f08",1.433,"NV","T","Cerebellum (VIIIb)"
"f08",1.035,"NV","T","Cerebellum (Crus I/II)"
"f08",0.4597,"NV","T","Cerebellum (VIIIa)"
"f08",0.4723,"NV","T","Cerebellum (Crus I/II)"
"f08",1.72,"NV","T","Cerebellum (VIIIb)"
"f08",1.336,"NV","T","S1"
"f08",0.8199,"NV","T","POJ"
"f08",0.2693,"NV","T","PMd"
"f08",0.3455,"NV","T","Cerebellum (VIIIa)"
"f08",1.02,"NV","T","S1/M1/PMd"
"f08",1.174,"NV","T","Cerebellum (Crus I)"
"f08",0.352,"NV","T","PMd"
"f08",0.7967,"NV","T","IPS/SPC"
"f09",0.512,"NV","T","mIPS"
"f09",0.03982,"NV","T","Cerebellum (Crus I)"
"f09",0.4589,"NV","T","S1"
"f09",0.5035,"NV","T","aIPS"
"f09",0.2746,"NV","T","Cerebellum (I-IV)"
"f09",0.5983,"NV","T","PMv"
"f09",0.3188,"NV","T","Cerebellum (VIIIb)"
"f09",0.1706,"NV","T","Cerebellum (Crus I/II)"
"f09",0.1216,"NV","T","Cerebellum (VIIIa)"
"f09",0.0599,"NV","T","Cerebellum (Crus I/II)"
"f09",1.22,"NV","T","Cerebellum (VIIIb)"
"f09",0.8049,"NV","T","S1"
"f09",0.6926,"NV","T","POJ"
"f09",0.9362,"NV","T","PMd"
"f09",0.6487,"NV","T","Cerebellum (VIIIa)"
"f09",1.771,"NV","T","S1/M1/PMd"
"f09",0.5259,"NV","T","Cerebellum (Crus I)"
"f09",0.3944,"NV","T","PMd"
"f09",0.8931,"NV","T","IPS/SPC"
"f10",0.3008,"NV","T","mIPS"
"f10",0.1875,"NV","T","Cerebellum (Crus I)"
"f10",0.61,"NV","T","S1"
"f10",0.6691,"NV","T","aIPS"
"f10",0.939,"NV","T","Cerebellum (I-IV)"
"f10",0.7383,"NV","T","PMv"
"f10",0.537,"NV","T","Cerebellum (VIIIb)"
"f10",0.346,"NV","T","Cerebellum (Crus I/II)"
"f10",0.2606,"NV","T","Cerebellum (VIIIa)"
"f10",0.4528,"NV","T","Cerebellum (Crus I/II)"
"f10",1.261,"NV","T","Cerebellum (VIIIb)"
"f10",0.5162,"NV","T","S1"
"f10",0.4146,"NV","T","POJ"
"f10",0.1865,"NV","T","PMd"
"f10",0.7064,"NV","T","Cerebellum (VIIIa)"
"f10",1.511,"NV","T","S1/M1/PMd"
"f10",0.9153,"NV","T","Cerebellum (Crus I)"
"f10",0.1877,"NV","T","PMd"
"f10",1.158,"NV","T","IPS/SPC"
"f11",0.3133,"NV","T","mIPS"
"f11",-0.3954,"NV","T","Cerebellum (Crus I)"
"f11",0.09036,"NV","T","S1"
"f11",0.4453,"NV","T","aIPS"
"f11",0.4499,"NV","T","Cerebellum (I-IV)"
"f11",0.3352,"NV","T","PMv"
"f11",0.09087,"NV","T","Cerebellum (VIIIb)"
"f11",-0.1257,"NV","T","Cerebellum (Crus I/II)"
"f11",-0.1292,"NV","T","Cerebellum (VIIIa)"
"f11",-0.3913,"NV","T","Cerebellum (Crus I/II)"
"f11",0.02152,"NV","T","Cerebellum (VIIIb)"
"f11",0.7986,"NV","T","S1"
"f11",0.2501,"NV","T","POJ"
"f11",0.1224,"NV","T","PMd"
"f11",-0.1034,"NV","T","Cerebellum (VIIIa)"
"f11",0.9112,"NV","T","S1/M1/PMd"
"f11",-0.2389,"NV","T","Cerebellum (Crus I)"
"f11",-0.1042,"NV","T","PMd"
"f11",0.1698,"NV","T","IPS/SPC"
"f12",0.2483,"NV","T","mIPS"
"f12",-0.174,"NV","T","Cerebellum (Crus I)"
"f12",0.6382,"NV","T","S1"
"f12",0.4072,"NV","T","aIPS"
"f12",0.2653,"NV","T","Cerebellum (I-IV)"
"f12",0.3282,"NV","T","PMv"
"f12",0.4924,"NV","T","Cerebellum (VIIIb)"
"f12",0.4602,"NV","T","Cerebellum (Crus I/II)"
"f12",0.2037,"NV","T","Cerebellum (VIIIa)"
"f12",-0.002687,"NV","T","Cerebellum (Crus I/II)"
"f12",1.888,"NV","T","Cerebellum (VIIIb)"
"f12",0.7019,"NV","T","S1"
"f12",0.3695,"NV","T","POJ"
"f12",0.02714,"NV","T","PMd"
"f12",0.4925,"NV","T","Cerebellum (VIIIa)"
"f12",1.202,"NV","T","S1/M1/PMd"
"f12",0.82,"NV","T","Cerebellum (Crus I)"
"f12",0.1877,"NV","T","PMd"
"f12",0.4705,"NV","T","IPS/SPC"
"f13",0.1569,"NV","T","mIPS"
"f13",0.159,"NV","T","Cerebellum (Crus I)"
"f13",0.1674,"NV","T","S1"
"f13",0.3821,"NV","T","aIPS"
"f13",0.2502,"NV","T","Cerebellum (I-IV)"
"f13",0.3016,"NV","T","PMv"
"f13",0.3781,"NV","T","Cerebellum (VIIIb)"
"f13",0.437,"NV","T","Cerebellum (Crus I/II)"
"f13",0.4549,"NV","T","Cerebellum (VIIIa)"
"f13",0.3628,"NV","T","Cerebellum (Crus I/II)"
"f13",2.762,"NV","T","Cerebellum (VIIIb)"
"f13",0.09736,"NV","T","S1"
"f13",0.3713,"NV","T","POJ"
"f13",0.08429,"NV","T","PMd"
"f13",1.007,"NV","T","Cerebellum (VIIIa)"
"f13",0.6894,"NV","T","S1/M1/PMd"
"f13",1.553,"NV","T","Cerebellum (Crus I)"
"f13",0.2014,"NV","T","PMd"
"f13",1.015,"NV","T","IPS/SPC"
"f14",0.2283,"NV","T","mIPS"
"f14",0.005004,"NV","T","Cerebellum (Crus I)"
"f14",0.3113,"NV","T","S1"
"f14",0.3894,"NV","T","aIPS"
"f14",0.3303,"NV","T","Cerebellum (I-IV)"
"f14",0.5108,"NV","T","PMv"
"f14",0.6781,"NV","T","Cerebellum (VIIIb)"
"f14",0.3226,"NV","T","Cerebellum (Crus I/II)"
"f14",0.3157,"NV","T","Cerebellum (VIIIa)"
"f14",0.1197,"NV","T","Cerebellum (Crus I/II)"
"f14",1.558,"NV","T","Cerebellum (VIIIb)"
"f14",0.7137,"NV","T","S1"
"f14",0.7598,"NV","T","POJ"
"f14",0.2796,"NV","T","PMd"
"f14",0.4718,"NV","T","Cerebellum (VIIIa)"
"f14",1.619,"NV","T","S1/M1/PMd"
"f14",1.594,"NV","T","Cerebellum (Crus I)"
"f14",0.296,"NV","T","PMd"
"f14",0.6607,"NV","T","IPS/SPC"
"f15",0.08878,"NV","T","mIPS"
"f15",-0.1486,"NV","T","Cerebellum (Crus I)"
"f15",0.232,"NV","T","S1"
"f15",0.614,"NV","T","aIPS"
"f15",0.3647,"NV","T","Cerebellum (I-IV)"
"f15",0.3539,"NV","T","PMv"
"f15",0.2437,"NV","T","Cerebellum (VIIIb)"
"f15",0.3077,"NV","T","Cerebellum (Crus I/II)"
"f15",0.3647,"NV","T","Cerebellum (VIIIa)"
"f15",0.04792,"NV","T","Cerebellum (Crus I/II)"
"f15",2.213,"NV","T","Cerebellum (VIIIb)"
"f15",0.5678,"NV","T","S1"
"f15",0.8357,"NV","T","POJ"
"f15",0.3633,"NV","T","PMd"
"f15",0.7342,"NV","T","Cerebellum (VIIIa)"
"f15",0.8744,"NV","T","S1/M1/PMd"
"f15",1.704,"NV","T","Cerebellum (Crus I)"
"f15",0.1087,"NV","T","PMd"
"f15",0.688,"NV","T","IPS/SPC"
"f16",-0.1712,"NV","T","mIPS"
"f16",-0.1995,"NV","T","Cerebellum (Crus I)"
"f16",0.04876,"NV","T","S1"
"f16",0.1821,"NV","T","aIPS"
"f16",-0.0584,"NV","T","Cerebellum (I-IV)"
"f16",-0.1285,"NV","T","PMv"
"f16",-0.04873,"NV","T","Cerebellum (VIIIb)"
"f16",-0.5989,"NV","T","Cerebellum (Crus I/II)"
"f16",-0.2191,"NV","T","Cerebellum (VIIIa)"
"f16",-1.256,"NV","T","Cerebellum (Crus I/II)"
"f16",1.559,"NV","T","Cerebellum (VIIIb)"
"f16",0.2748,"NV","T","S1"
"f16",0.009144,"NV","T","POJ"
"f16",-0.1431,"NV","T","PMd"
"f16",0.7261,"NV","T","Cerebellum (VIIIa)"
"f16",0.3791,"NV","T","S1/M1/PMd"
"f16",0.9972,"NV","T","Cerebellum (Crus I)"
"f16",-0.3394,"NV","T","PMd"
"f16",0.1855,"NV","T","IPS/SPC"
"f17",0.05152,"NV","T","mIPS"
"f17",-0.01343,"NV","T","Cerebellum (Crus I)"
"f17",0.3123,"NV","T","S1"
"f17",0.3954,"NV","T","aIPS"
"f17",0.2759,"NV","T","Cerebellum (I-IV)"
"f17",0.3952,"NV","T","PMv"
"f17",0.34,"NV","T","Cerebellum (VIIIb)"
"f17",0.4221,"NV","T","Cerebellum (Crus I/II)"
"f17",0.1165,"NV","T","Cerebellum (VIIIa)"
"f17",0.04937,"NV","T","Cerebellum (Crus I/II)"
"f17",1.942,"NV","T","Cerebellum (VIIIb)"
"f17",0.5574,"NV","T","S1"
"f17",0.429,"NV","T","POJ"
"f17",0.065,"NV","T","PMd"
"f17",1.24,"NV","T","Cerebellum (VIIIa)"
"f17",1.429,"NV","T","S1/M1/PMd"
"f17",1.131,"NV","T","Cerebellum (Crus I)"
"f17",0.1585,"NV","T","PMd"
"f17",0.8861,"NV","T","IPS/SPC"
"f18",0.33,"NV","T","mIPS"
"f18",0.03656,"NV","T","Cerebellum (Crus I)"
"f18",0.1539,"NV","T","S1"
"f18",0.2949,"NV","T","aIPS"
"f18",0.391,"NV","T","Cerebellum (I-IV)"
"f18",0.5183,"NV","T","PMv"
"f18",0.3396,"NV","T","Cerebellum (VIIIb)"
"f18",0.3371,"NV","T","Cerebellum (Crus I/II)"
"f18",0.2456,"NV","T","Cerebellum (VIIIa)"
"f18",0.1528,"NV","T","Cerebellum (Crus I/II)"
"f18",1.315,"NV","T","Cerebellum (VIIIb)"
"f18",0.4747,"NV","T","S1"
"f18",0.9257,"NV","T","POJ"
"f18",0.137,"NV","T","PMd"
"f18",0.7438,"NV","T","Cerebellum (VIIIa)"
"f18",1.01,"NV","T","S1/M1/PMd"
"f18",0.7633,"NV","T","Cerebellum (Crus I)"
"f18",0.2343,"NV","T","PMd"
"f18",0.6493,"NV","T","IPS/SPC"
"f19",-0.1311,"NV","T","mIPS"
"f19",-0.3341,"NV","T","Cerebellum (Crus I)"
"f19",0.01485,"NV","T","S1"
"f19",0.3651,"NV","T","aIPS"
"f19",0.3785,"NV","T","Cerebellum (I-IV)"
"f19",0.12,"NV","T","PMv"
"f19",0.0423,"NV","T","Cerebellum (VIIIb)"
"f19",0.1967,"NV","T","Cerebellum (Crus I/II)"
"f19",-0.02798,"NV","T","Cerebellum (VIIIa)"
"f19",-0.2745,"NV","T","Cerebellum (Crus I/II)"
"f19",1.287,"NV","T","Cerebellum (VIIIb)"
"f19",0.4269,"NV","T","S1"
"f19",0.00541,"NV","T","POJ"
"f19",0.1398,"NV","T","PMd"
"f19",0.1693,"NV","T","Cerebellum (VIIIa)"
"f19",0.7751,"NV","T","S1/M1/PMd"
"f19",0.7396,"NV","T","Cerebellum (Crus I)"
"f19",-0.1367,"NV","T","PMd"
"f19",0.06145,"NV","T","IPS/SPC"
"f20",0.1349,"NV","T","mIPS"
"f20",0.005715,"NV","T","Cerebellum (Crus I)"
"f20",0.1832,"NV","T","S1"
"f20",0.2409,"NV","T","aIPS"
"f20",0.6156,"NV","T","Cerebellum (I-IV)"
"f20",0.1236,"NV","T","PMv"
"f20",0.05742,"NV","T","Cerebellum (VIIIb)"
"f20",0.4149,"NV","T","Cerebellum (Crus I/II)"
"f20",0.6553,"NV","T","Cerebellum (VIIIa)"
"f20",-0.09061,"NV","T","Cerebellum (Crus I/II)"
"f20",1.14,"NV","T","Cerebellum (VIIIb)"
"f20",0.3005,"NV","T","S1"
"f20",0.2894,"NV","T","POJ"
"f20",0.1474,"NV","T","PMd"
"f20",0.7402,"NV","T","Cerebellum (VIIIa)"
"f20",0.4691,"NV","T","S1/M1/PMd"
"f20",1.103,"NV","T","Cerebellum (Crus I)"
"f20",0.1497,"NV","T","PMd"
"f20",0.276,"NV","T","IPS/SPC"
"f21",0.03744,"NV","T","mIPS"
"f21",-0.5248,"NV","T","Cerebellum (Crus I)"
"f21",1.253,"NV","T","S1"
"f21",0.5749,"NV","T","aIPS"
"f21",0.7799,"NV","T","Cerebellum (I-IV)"
"f21",0.3851,"NV","T","PMv"
"f21",0.3767,"NV","T","Cerebellum (VIIIb)"
"f21",0.02086,"NV","T","Cerebellum (Crus I/II)"
"f21",-0.1514,"NV","T","Cerebellum (VIIIa)"
"f21",-0.1079,"NV","T","Cerebellum (Crus I/II)"
"f21",2.144,"NV","T","Cerebellum (VIIIb)"
"f21",0.9752,"NV","T","S1"
"f21",0.7138,"NV","T","POJ"
"f21",0.1215,"NV","T","PMd"
"f21",1.024,"NV","T","Cerebellum (VIIIa)"
"f21",0.9234,"NV","T","S1/M1/PMd"
"f21",1.272,"NV","T","Cerebellum (Crus I)"
"f21",0.1052,"NV","T","PMd"
"f21",0.5686,"NV","T","IPS/SPC"
